payer,code,hospital_name,code_type,hospital_state,cms_baseline_rate,hospital_rate,payer_standard_charge_gross,payer_standard_charge_discounted_cash,payer_standard_charge_negotiated_dollar,payer_standard_charge_negotiated_percentage,payer_standard_charge_min,payer_standard_charge_max,payer_standard_charge_methodology
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11000.0,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11000.0,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11000.0,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11000.0,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11000.0,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11000.0,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11000.0,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11000.0,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11000.0,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,356.0,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,356.0,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,356.0,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,356.0,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,356.0,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,356.0,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,356.0,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,356.0,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,356.0,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,389.25,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,389.25,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,389.25,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,389.25,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,389.25,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,389.25,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,389.25,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,389.25,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,389.25,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,374.97,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,374.97,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,374.97,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,374.97,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,374.97,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,374.97,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,374.97,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,374.97,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,374.97,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11500.0,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11500.0,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11500.0,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11500.0,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11500.0,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11500.0,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11500.0,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11500.0,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,937.56,11500.0,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,314.29,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,314.29,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,314.29,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,314.29,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,314.29,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,314.29,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,314.29,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,314.29,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,314.29,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,148.43,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,148.43,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,148.43,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,148.43,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,148.43,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,148.43,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,148.43,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,148.43,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,148.43,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,4700.0,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,4700.0,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,4700.0,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,4700.0,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,4700.0,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,4700.0,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,4700.0,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,4700.0,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,4700.0,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,70.0,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,70.0,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,70.0,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,70.0,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,70.0,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,70.0,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,70.0,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,70.0,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,70.0,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,304.72,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,304.72,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,304.72,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,304.72,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,304.72,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,304.72,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,304.72,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,304.72,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,304.72,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,453.63,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,1651.1,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,1651.1,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,1651.1,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,1651.1,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,1651.1,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,1651.1,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,1651.1,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,1651.1,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,1651.1,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,180.87,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,180.87,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,180.87,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,180.87,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,180.87,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,180.87,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,180.87,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,180.87,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,180.87,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,1651.1,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,843.44,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,843.44,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,843.44,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,843.44,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,843.44,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,843.44,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,843.44,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,843.44,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,843.44,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,960.0,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,960.0,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,960.0,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,960.0,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,960.0,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,960.0,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,960.0,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,960.0,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,424.76,960.0,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,11000.0,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,11000.0,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,11000.0,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,11000.0,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,11000.0,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,11000.0,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,11000.0,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,11000.0,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,132.62,11000.0,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,178.13,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,178.13,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,178.13,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,178.13,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,178.13,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,178.13,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,178.13,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,178.13,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,178.13,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,453.63,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,453.63,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,453.63,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,453.63,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,453.63,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,453.63,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,453.63,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,453.63,,,1394.79,,1246.73,1394.79,fee schedule
